ID,Type,Price Area,Currency Type,Rate,Max Rate,Spot ID,Created At,Updated At,Deleted At
19625,1,2,1,260,,"22,536","February 1, 2024, 11:14 AM","February 1, 2024, 11:14 AM",
19626,1,2,2,30,,"22,537","February 1, 2024, 11:47 AM","February 1, 2024, 11:58 AM",
19627,1,2,2,29,,"22,538","February 1, 2024, 11:52 AM","February 1, 2024, 2:17 PM",
19628,1,2,2,29,,"22,539","February 1, 2024, 11:54 AM","February 1, 2024, 11:54 AM",
19629,1,1,2,29,,"22,540","February 1, 2024, 11:54 AM","February 1, 2024, 11:54 AM",
19630,1,2,2,28,,"22,541","February 1, 2024, 11:55 AM","February 1, 2024, 11:55 AM",
19631,1,2,1,"6,500","40,000","22,542","February 1, 2024, 12:24 PM","February 1, 2024, 12:24 PM",
19632,1,2,1,140,,"22,543","February 1, 2024, 12:29 PM","February 1, 2024, 12:29 PM",
19633,1,2,1,"10,500",,"22,544","February 1, 2024, 12:41 PM","February 1, 2024, 12:41 PM",
19634,2,2,1,"1,360,000",,"22,544","February 1, 2024, 12:41 PM","February 1, 2024, 12:41 PM",
19635,1,2,1,350,,"22,545","February 1, 2024, 12:47 PM","February 1, 2024, 12:47 PM",
19636,1,2,1,350,,"22,546","February 1, 2024, 12:51 PM","February 1, 2024, 12:51 PM",
19637,1,2,1,350,,"22,547","February 1, 2024, 12:51 PM","February 1, 2024, 12:51 PM",
19638,1,2,1,350,,"22,548","February 1, 2024, 12:52 PM","February 1, 2024, 12:52 PM",
19639,1,2,1,350,,"22,549","February 1, 2024, 12:54 PM","February 1, 2024, 12:54 PM",
19640,1,2,1,350,,"22,550","February 1, 2024, 12:58 PM","February 1, 2024, 12:58 PM",
19641,1,2,1,350,,"22,551","February 1, 2024, 1:08 PM","February 1, 2024, 1:08 PM",
19642,1,2,1,350,,"22,552","February 1, 2024, 1:16 PM","February 1, 2024, 1:16 PM",
19643,1,2,1,350,,"22,553","February 1, 2024, 1:22 PM","February 1, 2024, 1:22 PM",
19644,1,2,1,350,,"22,554","February 1, 2024, 1:25 PM","February 1, 2024, 1:25 PM",
19645,1,2,1,350,,"22,555","February 1, 2024, 1:25 PM","February 1, 2024, 1:25 PM",
19646,1,2,1,350,,"22,556","February 1, 2024, 1:26 PM","February 1, 2024, 1:26 PM",
19647,1,2,2,27,,"22,557","February 1, 2024, 1:36 PM","February 1, 2024, 1:36 PM",
19648,1,2,2,27,,"22,558","February 1, 2024, 1:38 PM","February 1, 2024, 1:38 PM",
19649,1,2,2,27,,"22,559","February 1, 2024, 1:39 PM","February 1, 2024, 1:39 PM",
19650,1,2,2,27,,"22,560","February 1, 2024, 1:40 PM","February 1, 2024, 1:40 PM",
19651,1,2,2,27,,"22,561","February 1, 2024, 1:41 PM","February 1, 2024, 1:41 PM",
19652,1,1,1,"30,000","32,000","22,562","February 1, 2024, 1:48 PM","April 11, 2024, 12:48 PM",
19653,1,2,2,25.5,,"22,563","February 1, 2024, 2:06 PM","February 27, 2024, 4:43 PM",
19654,1,2,2,25.5,,"22,564","February 1, 2024, 2:08 PM","February 13, 2024, 1:26 PM",
19655,1,2,2,26,,"22,565","February 1, 2024, 2:08 PM","February 1, 2024, 2:08 PM",
19656,1,2,2,26,,"22,566","February 1, 2024, 2:09 PM","February 1, 2024, 2:09 PM",
19657,1,2,2,26,,"22,567","February 1, 2024, 2:10 PM","February 1, 2024, 2:10 PM",
19658,1,2,2,26,,"22,568","February 1, 2024, 2:12 PM","February 1, 2024, 2:12 PM",
19659,1,2,2,26,,"22,569","February 1, 2024, 2:13 PM","February 1, 2024, 2:13 PM",
19660,1,2,2,26,,"22,570","February 1, 2024, 2:13 PM","February 1, 2024, 2:13 PM",
19661,1,2,1,350,,"22,571","February 1, 2024, 2:21 PM","February 13, 2024, 1:06 PM",
19662,2,1,1,"6,500,000",,"22,572","February 1, 2024, 2:39 PM","February 1, 2024, 3:15 PM",
19663,1,2,1,350,,"22,573","February 1, 2024, 2:47 PM","February 1, 2024, 2:47 PM",
19664,1,2,1,350,,"22,574","February 1, 2024, 2:47 PM","February 1, 2024, 2:47 PM",
19665,1,2,1,350,,"22,575","February 1, 2024, 2:48 PM","February 1, 2024, 2:48 PM",
19666,1,2,1,350,,"22,576","February 1, 2024, 2:48 PM","February 1, 2024, 2:48 PM",
19667,1,2,1,350,,"22,577","February 1, 2024, 2:49 PM","February 1, 2024, 2:49 PM",
19668,1,2,1,350,,"22,578","February 1, 2024, 2:50 PM","February 1, 2024, 2:50 PM",
19669,1,2,1,350,,"22,579","February 1, 2024, 2:50 PM","February 1, 2024, 2:50 PM",
19670,1,2,1,350,,"22,580","February 1, 2024, 2:51 PM","February 1, 2024, 2:51 PM",
19671,1,1,1,"24,000",,"22,581","February 1, 2024, 2:53 PM","February 15, 2024, 11:57 AM",
19673,1,2,2,30,,"22,583","February 1, 2024, 4:21 PM","February 1, 2024, 4:21 PM",
19674,1,2,1,180,,"22,584","February 1, 2024, 6:21 PM","February 9, 2024, 1:27 PM",
19675,1,2,1,400,,"22,585","February 1, 2024, 6:27 PM","February 1, 2024, 6:27 PM",
19676,2,2,1,180,,"22,586","February 1, 2024, 6:29 PM","February 1, 2024, 6:29 PM",
19677,1,2,1,450,,"22,587","February 1, 2024, 7:01 PM","February 1, 2024, 7:01 PM",
19678,1,1,1,"100,000",,"22,588","February 1, 2024, 7:12 PM","February 1, 2024, 7:12 PM",
19679,1,1,1,"600,000",,"22,589","February 1, 2024, 7:18 PM","February 2, 2024, 2:02 PM",
19680,1,2,1,300,,"22,590","February 1, 2024, 8:45 PM","February 1, 2024, 8:45 PM",
19681,1,2,1,300,,"22,591","February 1, 2024, 8:46 PM","February 1, 2024, 8:46 PM",
19682,1,2,1,300,,"22,592","February 1, 2024, 8:47 PM","February 1, 2024, 8:47 PM",
19683,1,2,1,300,,"22,593","February 1, 2024, 8:47 PM","February 1, 2024, 8:47 PM",
19684,1,2,1,300,,"22,594","February 1, 2024, 8:48 PM","February 1, 2024, 8:48 PM",
19685,1,2,1,300,,"22,595","February 1, 2024, 8:50 PM","February 1, 2024, 8:50 PM",
19686,1,2,1,300,,"22,596","February 1, 2024, 8:50 PM","February 1, 2024, 8:50 PM",
19687,1,2,1,300,,"22,597","February 1, 2024, 8:51 PM","February 1, 2024, 8:51 PM",
19688,1,2,1,300,,"22,598","February 1, 2024, 8:51 PM","February 1, 2024, 8:51 PM",
19689,2,2,1,"74,000",,"22,599","February 2, 2024, 2:52 AM","February 2, 2024, 2:52 AM",
19690,1,2,1,"74,000",,"22,600","February 2, 2024, 2:53 AM","February 2, 2024, 2:53 AM",
19691,2,2,1,"74,000",,"22,601","February 2, 2024, 2:54 AM","February 2, 2024, 2:54 AM",
19692,2,1,1,"74,000",,"22,602","February 2, 2024, 2:54 AM","February 2, 2024, 2:54 AM",
19693,2,2,1,"74,000",,"22,603","February 2, 2024, 2:55 AM","February 2, 2024, 2:55 AM",
19694,2,2,1,"74,000",,"22,604","February 2, 2024, 2:56 AM","February 2, 2024, 2:56 AM",
19695,2,2,1,"74,000",,"22,605","February 2, 2024, 2:57 AM","February 2, 2024, 2:57 AM",
19696,1,2,1,450,,"22,606","February 2, 2024, 2:57 AM","February 2, 2024, 2:57 AM",
19697,2,2,1,"74,000",,"22,607","February 2, 2024, 2:58 AM","February 2, 2024, 2:58 AM",
19698,2,2,1,"74,000",,"22,608","February 2, 2024, 2:59 AM","February 2, 2024, 2:59 AM",
19704,1,2,1,500,,"22,614","February 2, 2024, 9:26 AM","March 26, 2024, 8:23 AM",
19705,2,1,1,"291,200,000",,"22,615","February 2, 2024, 10:51 AM","February 2, 2024, 11:08 AM",
19706,2,1,1,"67,416,385",,"22,616","February 2, 2024, 11:19 AM","February 2, 2024, 11:19 AM",
19707,1,1,1,550,,"22,617","February 2, 2024, 11:43 AM","March 5, 2024, 5:42 PM",
19708,1,1,1,"120,000",,"22,618","February 2, 2024, 1:33 PM","February 2, 2024, 1:33 PM",
19709,1,1,1,"20,000","25,000","22,619","February 2, 2024, 5:11 PM","February 7, 2024, 1:05 PM",
19710,2,2,1,"4,800",,"22,620","February 2, 2024, 6:47 PM","February 2, 2024, 6:48 PM",
19711,2,1,1,"6,500,000",,"22,621","February 2, 2024, 7:00 PM","February 2, 2024, 7:30 PM",
19712,1,1,1,"55,000",,"22,622","February 3, 2024, 9:59 AM","March 21, 2024, 8:59 AM",
19713,1,2,1,400,,"22,623","February 4, 2024, 11:55 AM","February 4, 2024, 11:55 AM",
19714,1,1,1,"25,000",,"22,624","February 4, 2024, 3:02 PM","February 4, 2024, 3:02 PM",
19715,2,1,1,"6,500,000",,"22,625","February 5, 2024, 12:07 AM","February 5, 2024, 12:07 AM",
19716,2,1,1,"3,100,000",,"22,626","February 5, 2024, 12:13 AM","February 5, 2024, 12:13 AM",
19717,1,2,1,96,,"22,627","February 5, 2024, 10:22 AM","February 6, 2024, 1:45 PM",
19718,1,2,1,350,400,"22,628","February 5, 2024, 10:36 AM","February 5, 2024, 10:46 AM",
19719,2,2,1,"5,000",,"22,629","February 5, 2024, 12:50 PM","February 5, 2024, 12:50 PM",
19720,2,2,1,"6,200",,"22,630","February 5, 2024, 10:44 PM","February 5, 2024, 10:46 PM",
19721,1,1,1,"35,000",,"22,631","February 6, 2024, 9:34 AM","February 12, 2024, 9:46 AM",
19722,1,1,1,"34,330",,"22,632","February 6, 2024, 11:20 AM","February 6, 2024, 11:31 AM",
19723,1,2,1,550,,"22,633","February 6, 2024, 11:48 AM","February 6, 2024, 11:48 AM",
19724,1,1,1,"300,000",,"22,634","February 6, 2024, 12:18 PM","February 6, 2024, 12:18 PM",
19725,2,2,1,"4,800",,"22,635","February 6, 2024, 12:49 PM","February 6, 2024, 12:49 PM",
19726,1,2,1,300,,"22,636","February 6, 2024, 12:54 PM","February 6, 2024, 12:54 PM",
19727,1,1,1,"30,000",,"22,637","February 6, 2024, 1:48 PM","February 6, 2024, 1:48 PM",
19729,1,1,1,"26,250",,"22,639","February 6, 2024, 2:10 PM","February 6, 2024, 2:10 PM",
19730,1,2,1,200,600,"22,640","February 6, 2024, 2:20 PM","February 6, 2024, 2:22 PM",
19731,1,2,1,"5,000",,"22,641","February 6, 2024, 3:02 PM","February 6, 2024, 3:02 PM",
19732,1,2,2,25,,"22,642","February 6, 2024, 4:07 PM","March 4, 2024, 1:45 PM",
19733,1,2,2,24,,"22,643","February 6, 2024, 4:17 PM","February 12, 2024, 10:26 AM",
19734,1,2,2,24,,"22,644","February 6, 2024, 4:18 PM","February 12, 2024, 10:26 AM",
19735,1,2,2,24,,"22,645","February 6, 2024, 4:19 PM","February 12, 2024, 10:26 AM",
19736,1,2,2,24,,"22,646","February 6, 2024, 4:21 PM","February 6, 2024, 4:21 PM",
19737,1,1,1,"32,000",,"22,647","February 6, 2024, 4:29 PM","February 7, 2024, 1:14 PM",
19738,1,2,1,250,,"22,648","February 6, 2024, 4:35 PM","February 6, 2024, 4:35 PM",
19739,1,2,1,320,,"22,649","February 6, 2024, 4:58 PM","February 6, 2024, 4:58 PM",
19740,1,2,1,320,,"22,650","February 6, 2024, 4:59 PM","February 6, 2024, 4:59 PM",
19741,1,2,1,780,,"22,651","February 6, 2024, 5:00 PM","February 6, 2024, 5:00 PM",
19742,1,2,1,320,,"22,652","February 6, 2024, 5:00 PM","February 6, 2024, 5:00 PM",
19743,2,1,1,"40,000",,"22,653","February 6, 2024, 5:14 PM","February 9, 2024, 7:27 PM","February 9, 2024, 7:27 PM"
19887,1,1,1,"40,000",,"22,653","February 9, 2024, 7:27 PM","February 9, 2024, 7:27 PM",
19744,1,1,1,"35,000",,"22,654","February 6, 2024, 5:43 PM","February 6, 2024, 5:44 PM",
19745,1,1,1,"30,000",,"22,655","February 6, 2024, 5:59 PM","February 7, 2024, 1:20 PM",
19746,1,2,1,290,,"22,656","February 6, 2024, 6:29 PM","February 9, 2024, 2:29 PM",
19747,1,2,2,21,,"22,657","February 6, 2024, 6:36 PM","February 6, 2024, 6:36 PM",
19748,1,2,2,21,,"22,658","February 6, 2024, 6:37 PM","February 6, 2024, 6:37 PM",
19749,1,2,2,21,,"22,659","February 6, 2024, 6:38 PM","February 6, 2024, 6:38 PM",
19750,1,2,2,21,,"22,660","February 6, 2024, 6:39 PM","February 6, 2024, 6:39 PM",
19751,1,2,2,21,,"22,661","February 6, 2024, 6:39 PM","February 6, 2024, 6:39 PM",
19752,1,2,2,21,,"22,662","February 6, 2024, 6:40 PM","February 6, 2024, 6:40 PM",
19753,1,2,2,21,,"22,663","February 6, 2024, 6:40 PM","February 6, 2024, 6:40 PM",
19754,1,2,2,21,,"22,664","February 6, 2024, 6:41 PM","February 6, 2024, 6:42 PM",
19755,1,2,2,21,,"22,665","February 6, 2024, 6:41 PM","February 6, 2024, 6:41 PM",
19756,1,2,2,21,,"22,666","February 6, 2024, 6:43 PM","February 6, 2024, 6:43 PM",
19757,1,2,2,21,,"22,667","February 6, 2024, 6:43 PM","February 6, 2024, 6:43 PM",
19758,1,2,2,19,,"22,668","February 6, 2024, 6:47 PM","March 4, 2024, 1:52 PM",
19760,1,2,1,325,,"22,670","February 6, 2024, 7:08 PM","February 6, 2024, 7:08 PM",
19761,1,1,1,325,,"22,671","February 6, 2024, 7:09 PM","February 6, 2024, 7:09 PM",
19762,1,1,1,325,,"22,672","February 6, 2024, 7:09 PM","February 6, 2024, 7:09 PM",
19763,1,2,1,325,,"22,673","February 6, 2024, 7:10 PM","February 6, 2024, 7:10 PM",
19764,1,2,1,300,,"22,674","February 6, 2024, 7:17 PM","February 7, 2024, 12:51 PM",
19765,1,2,1,350,,"22,675","February 6, 2024, 7:28 PM","February 6, 2024, 7:28 PM",
19766,1,2,1,350,,"22,676","February 6, 2024, 7:29 PM","February 6, 2024, 7:31 PM",
19767,1,2,1,350,,"22,677","February 6, 2024, 7:29 PM","February 6, 2024, 7:29 PM",
19768,1,2,1,350,,"22,678","February 6, 2024, 7:30 PM","February 6, 2024, 7:30 PM",
19769,1,2,1,350,,"22,679","February 6, 2024, 7:30 PM","February 6, 2024, 7:30 PM",
19770,1,2,1,290,,"22,680","February 6, 2024, 7:38 PM","February 6, 2024, 7:38 PM",
19771,1,1,1,"174,000",,"22,681","February 6, 2024, 7:38 PM","February 12, 2024, 9:58 AM",
19772,1,2,1,290,,"22,682","February 6, 2024, 7:39 PM","February 6, 2024, 7:39 PM",
19773,1,2,1,290,,"22,683","February 6, 2024, 7:39 PM","February 6, 2024, 7:39 PM",
19774,1,2,2,18,,"22,684","February 6, 2024, 7:43 PM","February 6, 2024, 7:43 PM",
19775,1,2,2,18,,"22,685","February 6, 2024, 7:43 PM","February 6, 2024, 7:43 PM",
19776,2,1,1,"272,207,440",,"22,686","February 6, 2024, 8:57 PM","February 6, 2024, 8:57 PM",
19777,1,2,2,27,,"22,687","February 7, 2024, 9:06 AM","April 18, 2024, 6:16 PM",
19778,1,2,2,29,,"22,688","February 7, 2024, 9:07 AM","February 7, 2024, 9:07 AM",
19779,1,2,2,31,,"22,689","February 7, 2024, 9:11 AM","February 7, 2024, 9:11 AM",
19780,1,1,2,31,,"22,690","February 7, 2024, 9:12 AM","February 7, 2024, 9:12 AM",
19781,1,2,2,31,,"22,691","February 7, 2024, 9:12 AM","February 7, 2024, 9:12 AM",
19782,1,2,2,30,,"22,692","February 7, 2024, 9:12 AM","February 7, 2024, 9:12 AM",
19783,2,1,1,"3,360,000",,"22,693","February 7, 2024, 11:21 AM","February 7, 2024, 11:21 AM",
19784,2,1,1,"3,550,000",,"22,694","February 7, 2024, 11:25 AM","February 7, 2024, 11:25 AM",
19785,1,1,1,"294,000",,"22,695","February 7, 2024, 11:32 AM","February 7, 2024, 11:37 AM",
19786,1,1,1,"400,000",,"22,696","February 7, 2024, 11:50 AM","February 7, 2024, 11:50 AM",
19787,1,2,1,100,,"22,697","February 7, 2024, 12:03 PM","February 7, 2024, 12:03 PM",
19788,1,1,1,"20,000","35,000","22,698","February 7, 2024, 12:24 PM","February 7, 2024, 12:39 PM",
19789,2,1,2,"35,000,000",,"22,699","February 7, 2024, 12:26 PM","February 29, 2024, 4:31 PM",
19790,1,1,1,"35,000",,"22,700","February 7, 2024, 12:28 PM","February 7, 2024, 12:59 PM",
19791,2,1,1,"1,700,000",,"22,701","February 7, 2024, 12:28 PM","February 7, 2024, 12:28 PM",
19792,1,1,1,"119,000",,"22,702","February 7, 2024, 12:31 PM","February 7, 2024, 12:50 PM",
19793,1,1,1,"20,000","22,000","22,703","February 7, 2024, 12:33 PM","February 7, 2024, 12:33 PM",
19794,2,1,1,"45,000,000",,"22,704","February 7, 2024, 12:34 PM","February 7, 2024, 12:34 PM",
19795,1,1,1,"23,000",,"22,705","February 7, 2024, 12:52 PM","February 7, 2024, 12:52 PM",
19796,2,1,1,"10,000",,"22,706","February 7, 2024, 12:54 PM","February 7, 2024, 1:00 PM",
19797,1,1,1,"35,000",,"22,707","February 7, 2024, 12:59 PM","February 7, 2024, 12:59 PM",
19798,1,1,1,"22,000",,"22,708","February 7, 2024, 1:00 PM","February 7, 2024, 1:00 PM",
19799,1,1,1,"20,000",,"22,709","February 7, 2024, 1:01 PM","February 7, 2024, 1:01 PM",
19800,2,1,1,"15,000",,"22,710","February 7, 2024, 1:15 PM","February 14, 2024, 1:50 PM","February 14, 2024, 1:50 PM"
19964,1,1,1,"15,000",,"22,710","February 14, 2024, 1:50 PM","February 20, 2024, 10:27 AM",
19801,2,1,1,"8,000,000",,"22,711","February 7, 2024, 1:35 PM","February 8, 2024, 12:22 PM",
19802,1,1,1,"170,000",,"22,712","February 7, 2024, 1:39 PM","February 7, 2024, 1:39 PM",
19803,1,1,1,"300,000",,"22,713","February 7, 2024, 1:52 PM","February 7, 2024, 1:52 PM",
19804,2,1,1,"35,000,000",,"22,713","February 7, 2024, 1:52 PM","February 7, 2024, 1:52 PM",
19805,1,1,1,"97,000",,"22,714","February 7, 2024, 1:56 PM","February 7, 2024, 1:56 PM",
19806,1,1,1,"300,000",,"22,715","February 7, 2024, 2:01 PM","February 7, 2024, 2:01 PM",
19807,2,1,1,"35,000,000",,"22,715","February 7, 2024, 2:01 PM","February 7, 2024, 2:01 PM",
19808,1,1,1,"80,000",,"22,716","February 7, 2024, 2:13 PM","February 9, 2024, 1:59 PM",
19809,2,1,1,"19,000,000",,"22,716","February 7, 2024, 2:13 PM","February 9, 2024, 1:59 PM",
19810,2,1,1,"3,440,000",,"22,717","February 7, 2024, 2:20 PM","February 7, 2024, 2:23 PM",
19811,1,2,1,280,,"22,718","February 7, 2024, 2:54 PM","February 7, 2024, 2:54 PM",
19812,1,2,1,280,,"22,719","February 7, 2024, 2:54 PM","February 7, 2024, 2:54 PM",
19816,1,2,2,13.5,,"22,723","February 7, 2024, 3:10 PM","February 7, 2024, 3:10 PM",
19817,1,2,2,13.5,,"22,724","February 7, 2024, 3:12 PM","February 7, 2024, 3:12 PM",
19818,1,2,2,13.5,,"22,725","February 7, 2024, 3:12 PM","February 7, 2024, 3:12 PM",
19819,1,2,1,13.5,,"22,726","February 7, 2024, 3:12 PM","February 7, 2024, 3:12 PM",
19820,2,1,1,"2,950,000",,"22,727","February 7, 2024, 5:01 PM","February 7, 2024, 5:01 PM",
19821,1,1,1,"57,926",,"22,728","February 7, 2024, 5:06 PM","February 7, 2024, 5:07 PM",
19822,2,1,1,"75,000,000",,"22,729","February 7, 2024, 5:12 PM","February 26, 2024, 10:15 AM",
19823,1,1,1,"160,000",,"22,730","February 7, 2024, 5:16 PM","February 7, 2024, 5:16 PM",
19824,1,1,1,"20,000",,"22,731","February 7, 2024, 5:27 PM","February 7, 2024, 5:27 PM",
19826,2,1,1,"125,000",,"22,733","February 7, 2024, 5:33 PM","February 13, 2024, 10:59 AM",
19828,2,1,1,"6,900,000",,"22,735","February 7, 2024, 5:41 PM","February 7, 2024, 5:41 PM",
19829,2,1,1,"3,600,000",,"22,736","February 7, 2024, 6:00 PM","February 7, 2024, 6:00 PM",
19830,1,1,1,"150,000",,"22,737","February 7, 2024, 6:14 PM","February 9, 2024, 12:25 PM",
19831,2,1,1,"140,000,000",,"22,738","February 7, 2024, 6:34 PM","February 8, 2024, 2:04 PM",
19832,1,1,1,"40,000",,"22,739","February 7, 2024, 7:01 PM","February 7, 2024, 7:01 PM",
19833,2,2,1,250,450,"22,740","February 7, 2024, 8:29 PM","February 7, 2024, 8:37 PM",
19834,2,1,1,"19,000,000",,"22,741","February 7, 2024, 11:49 PM","February 11, 2024, 11:53 PM",
19835,2,2,2,"3,100",,"22,742","February 8, 2024, 7:00 AM","February 8, 2024, 7:00 AM",
19837,1,2,2,21,,"22,743","February 8, 2024, 7:13 AM","February 8, 2024, 7:13 AM",
19838,1,2,2,21,,"22,744","February 8, 2024, 7:13 AM","February 8, 2024, 7:13 AM",
19839,2,1,1,"70,000,000",,"22,745","February 8, 2024, 9:34 AM","February 8, 2024, 2:07 PM",
19840,1,1,1,800,,"22,746","February 8, 2024, 9:57 AM","February 8, 2024, 9:57 AM",
19841,1,1,1,"120,000",,"22,747","February 8, 2024, 10:40 AM","April 25, 2024, 6:10 PM",
19842,2,2,2,"1,001.40",,"22,748","February 8, 2024, 11:01 AM","February 8, 2024, 2:11 PM",
19843,1,1,1,"70,000",,"22,749","February 8, 2024, 11:09 AM","February 8, 2024, 11:09 AM",
19844,1,2,1,502,986,"22,750","February 8, 2024, 12:07 PM","February 8, 2024, 12:07 PM",
19845,1,1,1,"15,000",,"22,751","February 8, 2024, 12:11 PM","February 8, 2024, 12:11 PM",
19846,1,1,1,"10,000",,"22,752","February 8, 2024, 12:12 PM","February 8, 2024, 12:12 PM",
19847,1,1,1,"20,000",,"22,753","February 8, 2024, 12:49 PM","February 8, 2024, 12:49 PM",
19848,1,1,1,"130,000",,"22,754","February 8, 2024, 12:55 PM","February 8, 2024, 1:00 PM",
19849,1,1,1,"90,000",,"22,755","February 8, 2024, 1:04 PM","April 19, 2024, 10:33 AM",
19850,1,1,1,"38,000",,"22,756","February 8, 2024, 1:45 PM","February 8, 2024, 1:45 PM",
19851,1,1,1,"176,450",,"22,757","February 8, 2024, 1:51 PM","February 8, 2024, 1:51 PM",
19852,1,1,1,"22,000",,"22,758","February 8, 2024, 1:52 PM","February 8, 2024, 1:59 PM",
19853,1,1,1,"92,313",,"22,759","February 8, 2024, 1:56 PM","February 8, 2024, 3:16 PM",
19854,2,2,1,"9,000",,"22,760","February 8, 2024, 2:07 PM","February 8, 2024, 2:07 PM",
19855,1,1,1,"38,000",,"22,761","February 8, 2024, 2:12 PM","February 8, 2024, 2:12 PM",
19856,1,1,1,"27,000",,"22,762","February 8, 2024, 2:32 PM","February 15, 2024, 2:25 PM",
19857,1,1,1,"176,450",,"22,763","February 8, 2024, 3:13 PM","February 8, 2024, 3:13 PM",
19858,1,1,1,"102,836",,"22,764","February 8, 2024, 3:15 PM","February 8, 2024, 3:18 PM",
19859,1,1,1,"157,744",,"22,765","February 8, 2024, 3:18 PM","February 8, 2024, 3:18 PM",
19861,1,1,1,"23,200",,"22,767","February 8, 2024, 3:56 PM","February 8, 2024, 3:56 PM",
19862,1,2,2,21,,"22,768","February 8, 2024, 4:05 PM","February 8, 2024, 4:05 PM",
19863,1,2,2,21,,"22,769","February 8, 2024, 4:08 PM","February 8, 2024, 4:08 PM",
19864,1,2,2,21,,"22,770","February 8, 2024, 4:08 PM","April 10, 2024, 4:53 PM",
19865,1,2,2,21,,"22,771","February 8, 2024, 4:10 PM","February 8, 2024, 4:10 PM",
19866,1,2,2,19,,"22,772","February 8, 2024, 4:11 PM","April 10, 2024, 4:53 PM",
19867,1,2,2,18,,"22,773","February 8, 2024, 4:12 PM","February 8, 2024, 4:12 PM",
19868,1,2,2,19,,"22,774","February 8, 2024, 4:12 PM","February 8, 2024, 4:12 PM",
19869,1,2,2,21,,"22,775","February 8, 2024, 4:13 PM","February 8, 2024, 4:13 PM",
19870,1,2,2,19,,"22,776","February 8, 2024, 4:13 PM","February 8, 2024, 4:13 PM",
19871,1,2,2,19,,"22,777","February 8, 2024, 4:14 PM","February 8, 2024, 4:14 PM",
19872,2,1,1,"50,000,000",,"22,778","February 8, 2024, 4:57 PM","February 8, 2024, 4:57 PM",
19873,1,1,1,"75,000",,"22,779","February 8, 2024, 5:21 PM","February 8, 2024, 5:21 PM",
19875,1,2,2,25,,"22,781","February 8, 2024, 6:31 PM","February 8, 2024, 6:31 PM",
19876,1,1,1,"40,000",,"22,782","February 8, 2024, 6:38 PM","February 8, 2024, 6:38 PM",
19877,1,2,2,25,,"22,783","February 8, 2024, 6:50 PM","February 8, 2024, 6:50 PM",
19878,1,1,2,25,,"22,784","February 8, 2024, 6:55 PM","February 8, 2024, 6:55 PM",
19879,1,1,1,"21,000",,"22,785","February 8, 2024, 9:44 PM","February 15, 2024, 11:53 AM",
19880,1,1,1,"200,000",,"22,786","February 8, 2024, 11:29 PM","February 8, 2024, 11:29 PM",
19881,1,2,2,25,,"22,787","February 9, 2024, 1:02 PM","March 19, 2024, 4:06 PM",
19882,1,2,2,29,,"22,788","February 9, 2024, 2:15 PM","March 1, 2024, 1:48 PM",
19883,1,1,1,"130,000",,"22,789","February 9, 2024, 2:24 PM","February 9, 2024, 2:24 PM",
19884,1,2,2,352,,"22,790","February 9, 2024, 5:35 PM","February 24, 2024, 2:14 PM",
19885,1,2,2,352,,"22,791","February 9, 2024, 5:36 PM","February 24, 2024, 2:14 PM",
19886,1,2,2,352,,"22,792","February 9, 2024, 5:36 PM","February 24, 2024, 2:14 PM",
19888,2,1,1,"55,000,000",,"22,793","February 9, 2024, 10:59 PM","February 12, 2024, 9:25 AM",
19889,1,1,1,"3,250,000",,"22,794","February 9, 2024, 11:39 PM","February 12, 2024, 7:55 PM",
19890,2,1,1,"625,000,000",,"22,794","February 9, 2024, 11:39 PM","February 12, 2024, 7:55 PM",
19891,1,1,1,"120,000",,"22,795","February 10, 2024, 1:39 PM","February 10, 2024, 1:39 PM",
19892,2,1,1,"20,000,000",,"22,795","February 10, 2024, 1:39 PM","February 10, 2024, 1:39 PM",
19893,1,1,1,"30,000",,"22,796","February 10, 2024, 2:38 PM","February 10, 2024, 2:38 PM",
19894,1,1,1,"1,036,600",,"22,797","February 10, 2024, 2:49 PM","February 12, 2024, 7:58 PM",
19895,1,1,1,"500,250",,"22,798","February 10, 2024, 3:35 PM","February 12, 2024, 9:27 AM",
19896,2,1,1,"12,500,000",,"22,799","February 10, 2024, 5:08 PM","February 13, 2024, 10:31 AM",
19897,2,1,1,"4,600,000",,"22,800","February 10, 2024, 5:22 PM","February 12, 2024, 9:28 AM",
19898,2,1,1,"2,400,000",,"22,801","February 10, 2024, 11:27 PM","February 12, 2024, 9:25 AM",
19899,2,1,1,"7,500,000",,"22,802","February 10, 2024, 11:42 PM","March 20, 2024, 1:01 PM",
19900,1,1,1,"20,000",,"22,803","February 11, 2024, 7:30 PM","February 11, 2024, 7:30 PM",
19901,1,1,1,"65,000",,"22,804","February 12, 2024, 9:36 AM","February 12, 2024, 9:36 AM",
19902,1,2,1,320,,"22,805","February 12, 2024, 10:08 AM","February 12, 2024, 10:08 AM",
19903,2,1,1,"41,000,000","47,000,000","22,806","February 12, 2024, 12:23 PM","February 15, 2024, 11:02 AM",
19904,1,2,2,37,,"22,807","February 12, 2024, 12:43 PM","February 12, 2024, 12:43 PM",
19905,1,2,2,45,,"22,808","February 12, 2024, 12:44 PM","February 12, 2024, 12:44 PM",
19906,1,2,2,75,,"22,809","February 12, 2024, 12:45 PM","February 12, 2024, 12:46 PM",
19907,2,1,1,"27,000",,"22,810","February 12, 2024, 1:09 PM","February 12, 2024, 1:09 PM",
