ID,Parent ID,Is Complex,Square Space,Spot Type ID,Zip Code ID,Longitude,Updated At,Deleted At,User ID,Latitude,Created At,Zip Codes_ID,Zip Codes_State ID,Zip Codes_Municipality,Zip Codes_City
22536,,0,"5,134",9,"67,634",99.22268290° W,"March 19, 2024, 8:48 PM",,"8,524",19.46995870° N,"February 1, 2024, 11:14 AM",67634,15,Naucalpan de Juárez,Naucalpan de Juárez
22537,,1,"1,121",11,"29,150",99.18854240° W,"April 17, 2024, 11:24 PM",,"9,541",19.43216400° N,"February 1, 2024, 11:47 AM",29150,7,Miguel Hidalgo,Ciudad de México
22538,,1,"3,950",11,"29,150",99.18601160° W,"April 17, 2024, 11:24 PM",,"9,541",19.43194720° N,"February 1, 2024, 11:52 AM",29150,7,Miguel Hidalgo,Ciudad de México
22539,"22,538",0,"1,050",11,,,"April 17, 2024, 11:24 PM",,"9,541",,"February 1, 2024, 11:54 AM",,,,
22540,"22,538",0,"2,344",11,,,"April 17, 2024, 11:24 PM",,"9,541",,"February 1, 2024, 11:54 AM",,,,
22541,"22,538",0,572,11,,,"April 17, 2024, 11:24 PM",,"9,541",,"February 1, 2024, 11:55 AM",,,,
22542,,1,207,11,"40,832",101.63337223° W,"May 5, 2024, 10:00 AM",,"12,294",21.15025954° N,"February 1, 2024, 12:24 PM",40832,11,León,León de los Aldama
22543,"20,386",0,"2,070",9,,,"March 20, 2024, 12:40 PM",,"8,524",,"February 1, 2024, 12:29 PM",,,,
22544,,0,76,11,"41,470",101.59719432° W,"February 1, 2024, 12:42 PM","February 1, 2024, 12:56 PM","12,294",21.08246806° N,"February 1, 2024, 12:41 PM",41470,11,León,León de los Aldama
22545,,1,"1,706",11,"28,402",99.17166860° W,"March 19, 2024, 8:48 PM",,"10,118",19.39500720° N,"February 1, 2024, 12:47 PM",28402,7,Benito Juárez,Ciudad de México
22546,"22,545",0,653,11,,,"February 1, 2024, 12:51 PM",,"10,118",,"February 1, 2024, 12:51 PM",,,,
22547,"22,545",0,406,11,,,"February 1, 2024, 12:51 PM",,"10,118",,"February 1, 2024, 12:51 PM",,,,
22548,"22,545",0,459,11,,,"February 1, 2024, 12:52 PM",,"10,118",,"February 1, 2024, 12:52 PM",,,,
22549,"22,545",0,188,11,,,"February 1, 2024, 12:54 PM",,"10,118",,"February 1, 2024, 12:54 PM",,,,
22550,,1,615,11,"28,441",99.17195230° W,"March 19, 2024, 8:48 PM",,"10,118",19.39670700° N,"February 1, 2024, 12:58 PM",28441,7,Benito Juárez,Ciudad de México
22551,"22,550",0,615,11,,,"February 1, 2024, 1:08 PM",,"10,118",,"February 1, 2024, 1:08 PM",,,,
22552,,1,"1,163",11,"28,407",99.17229330° W,"March 19, 2024, 8:48 PM",,"10,118",19.39319190° N,"February 1, 2024, 1:16 PM",28407,7,Benito Juárez,Ciudad de México
22553,"22,552",0,494,11,,,"February 1, 2024, 1:22 PM",,"10,118",,"February 1, 2024, 1:22 PM",,,,
22554,"22,552",0,139,11,,,"February 1, 2024, 1:25 PM",,"10,118",,"February 1, 2024, 1:25 PM",,,,
22555,"22,552",0,373,11,,,"February 1, 2024, 1:25 PM",,"10,118",,"February 1, 2024, 1:25 PM",,,,
22556,"22,552",0,157,11,,,"February 1, 2024, 1:26 PM",,"10,118",,"February 1, 2024, 1:26 PM",,,,
22557,,1,"2,389",11,"28,402",99.17222457° W,"March 19, 2024, 8:48 PM",,"10,118",19.39219430° N,"February 1, 2024, 1:36 PM",28402,7,Benito Juárez,Ciudad de México
22558,"22,557",0,162,11,,,"February 1, 2024, 1:38 PM",,"10,118",,"February 1, 2024, 1:38 PM",,,,
22559,"22,557",0,73,11,,,"February 1, 2024, 1:39 PM",,"10,118",,"February 1, 2024, 1:39 PM",,,,
22560,"22,557",0,"1,077",11,,,"February 1, 2024, 1:40 PM",,"10,118",,"February 1, 2024, 1:40 PM",,,,
22561,"22,557",0,"1,077",11,,,"February 1, 2024, 1:41 PM",,"10,118",,"February 1, 2024, 1:41 PM",,,,
22562,,0,100,13,"67,076",99.46776680° W,"April 11, 2024, 12:48 PM",,"12,302",19.18247130° N,"February 1, 2024, 1:48 PM",67076,15,Tianguistenco,
22563,,1,"17,459",11,"28,089",99.16030360° W,"February 28, 2024, 1:35 PM",,"10,118",19.42915060° N,"February 1, 2024, 2:06 PM",28089,7,Álvaro Obregón,Ciudad de México
22564,"22,563",0,283,11,,,"February 13, 2024, 1:26 PM",,"6,805",,"February 1, 2024, 2:08 PM",,,,
22565,"22,563",0,800,11,,,"February 1, 2024, 2:08 PM",,"10,118",,"February 1, 2024, 2:08 PM",,,,
22566,"22,563",0,179,11,,,"February 1, 2024, 2:09 PM",,"10,118",,"February 1, 2024, 2:09 PM",,,,
22567,"22,563",0,800,11,,,"February 1, 2024, 2:10 PM",,"10,118",,"February 1, 2024, 2:10 PM",,,,
22568,"22,563",0,339,11,,,"February 1, 2024, 2:12 PM",,"10,118",,"February 1, 2024, 2:12 PM",,,,
22569,"22,563",0,541,11,,,"February 1, 2024, 2:13 PM",,"10,118",,"February 1, 2024, 2:13 PM",,,,
22570,"22,563",0,54,11,,,"February 1, 2024, 2:13 PM",,"10,118",,"February 1, 2024, 2:13 PM",,,,
22571,,1,"4,001",11,"28,100",99.18994850° W,"February 28, 2024, 1:35 PM",,"10,118",19.34185020° N,"February 1, 2024, 2:21 PM",28100,7,Álvaro Obregón,Ciudad de México
22572,,0,"1,300",15,"102,638",100.32593370° W,"April 1, 2024, 10:00 AM",,"11,038",20.57096590° N,"February 1, 2024, 2:39 PM",102638,22,El Marqués,
22573,"22,571",0,434,11,,,"February 6, 2024, 11:44 AM",,"10,118",,"February 1, 2024, 2:47 PM",,,,
22574,"22,571",0,622,11,,,"February 6, 2024, 11:44 AM",,"10,118",,"February 1, 2024, 2:47 PM",,,,
22575,"22,571",0,517,11,,,"February 6, 2024, 11:44 AM",,"10,118",,"February 1, 2024, 2:48 PM",,,,
22576,"22,571",0,564,11,,,"February 6, 2024, 11:44 AM",,"10,118",,"February 1, 2024, 2:48 PM",,,,
22577,"22,571",0,507,11,,,"February 6, 2024, 11:44 AM",,"10,118",,"February 1, 2024, 2:49 PM",,,,
22578,"22,571",0,563,11,,,"February 6, 2024, 11:44 AM",,"10,118",,"February 1, 2024, 2:50 PM",,,,
22579,"22,571",0,576,11,,,"February 6, 2024, 11:44 AM",,"10,118",,"February 1, 2024, 2:50 PM",,,,
22580,"22,571",0,216,11,,,"February 6, 2024, 11:44 AM",,"10,118",,"February 1, 2024, 2:51 PM",,,,
22581,,0,60,13,"101,790",100.37975160° W,"March 19, 2024, 8:49 PM",,"2,388",20.58619290° N,"February 1, 2024, 2:53 PM",101790,22,Querétaro,Santiago de Querétaro
22583,"22,537",0,"1,121",11,,,"April 17, 2024, 11:24 PM",,"9,541",,"February 1, 2024, 4:21 PM",,,,
22584,,0,"10,450",9,"28,390",99.15455200° W,"April 17, 2024, 10:28 AM",,"12,164",19.46609840° N,"February 1, 2024, 6:21 PM",28390,7,Azcapotzalco,Ciudad de México
22585,,0,"1,003",13,"29,279",99.17246350° W,"February 1, 2024, 6:35 PM",,"9,791",19.28171750° N,"February 1, 2024, 6:27 PM",29279,7,Tlalpan,Ciudad de México
22586,,0,"3,450",9,"28,358",99.14680950° W,"April 17, 2024, 10:28 AM",,"12,164",19.47520590° N,"February 1, 2024, 6:29 PM",28358,7,Azcapotzalco,Ciudad de México
22587,,0,"7,900",13,"67,885",99.21119380° W,"February 1, 2024, 7:01 PM",,"9,791",19.54346040° N,"February 1, 2024, 7:01 PM",67885,15,Tlalnepantla de Baz,Tlalnepantla de Baz
22588,,0,"1,000",13,"28,398",99.15816650° W,"February 1, 2024, 7:12 PM",,"9,791",19.39067150° N,"February 1, 2024, 7:12 PM",28398,7,Benito Juárez,Ciudad de México
22589,,0,"4,500",13,"28,987",99.11461820° W,"February 2, 2024, 2:02 PM",,"9,791",19.35659940° N,"February 1, 2024, 7:18 PM",28987,7,Iztapalapa,Ciudad de México
22590,"18,793",0,"3,331",11,,,"February 1, 2024, 8:45 PM",,"9,541",,"February 1, 2024, 8:45 PM",,,,
22591,"18,793",0,"3,625",11,,,"February 1, 2024, 8:46 PM",,"9,541",,"February 1, 2024, 8:46 PM",,,,
22592,"18,793",0,"3,625",11,,,"February 1, 2024, 8:47 PM",,"9,541",,"February 1, 2024, 8:47 PM",,,,
22593,"18,793",0,"3,625",11,,,"February 1, 2024, 8:47 PM",,"9,541",,"February 1, 2024, 8:47 PM",,,,
22594,"18,793",0,"3,625",11,,,"February 1, 2024, 8:48 PM",,"9,541",,"February 1, 2024, 8:48 PM",,,,
22595,"18,793",0,"3,625",11,,,"February 1, 2024, 8:50 PM",,"9,541",,"February 1, 2024, 8:50 PM",,,,
22596,"18,793",0,"3,625",11,,,"February 1, 2024, 8:50 PM",,"9,541",,"February 1, 2024, 8:50 PM",,,,
22597,"18,793",0,"3,625",11,,,"February 1, 2024, 8:51 PM",,"9,541",,"February 1, 2024, 8:51 PM",,,,
22598,"18,793",0,"3,625",11,,,"February 1, 2024, 8:51 PM",,"9,541",,"February 1, 2024, 8:51 PM",,,,
22614,"20,850",0,670,11,,,"May 7, 2024, 10:00 AM",,"2,360",,"February 2, 2024, 9:26 AM",,,,
22615,,0,"23,296",13,"106,223",100.97937210° W,"May 5, 2024, 10:31 AM",,"8,374",22.17049400° N,"February 2, 2024, 10:51 AM",106223,24,San Luis Potosí,San Luis Potosí
22616,,0,"13,483",13,"38,769",101.35953228° W,"May 5, 2024, 10:31 AM",,"8,374",20.69137581° N,"February 2, 2024, 11:19 AM",38769,11,Irapuato,Irapuato
22617,,0,50,13,"28,545",99.29836430° W,"April 8, 2024, 10:00 AM",,"4,434",19.35646290° N,"February 2, 2024, 11:43 AM",28545,7,Cuajimalpa de Morelos,Ciudad de México
22618,,0,"2,500",13,"24,500",100.93594900° W,"March 7, 2024, 10:00 AM",,"12,323",25.55444150° N,"February 2, 2024, 1:33 PM",24500,8,Ramos Arizpe,Ramos Arizpe
22619,,0,30,13,"93,336",95.19371490° W,"February 7, 2024, 1:05 PM","February 7, 2024, 1:19 PM","12,327",16.17656460° N,"February 2, 2024, 5:11 PM",93336,20,Salina Cruz,Salina Cruz
22620,,0,140,15,"84,888",105.14099670° W,"February 2, 2024, 6:48 PM","February 4, 2024, 11:16 PM","12,279",21.17686330° N,"February 2, 2024, 6:47 PM",84888,18,Compostela,
22621,,0,236,13,"59,520",103.47797823° W,"February 2, 2024, 7:30 PM","February 4, 2024, 11:16 PM","12,279",20.53237272° N,"February 2, 2024, 7:00 PM",59520,14,Tlajomulco de Zúñiga,Tlajomulco de Zúñiga
22622,,1,110,11,"141,269",89.59874650° W,"March 21, 2024, 8:59 AM",,"12,332",21.01069370° N,"February 3, 2024, 9:59 AM",141269,31,Mérida,Mérida
22623,,1,"12,500",11,"28,616",99.15858770° W,"April 4, 2024, 8:34 PM",,"11,483",19.42741250° N,"February 4, 2024, 11:55 AM",28616,7,Cuauhtémoc,Ciudad de México
22624,,0,350,15,"32,923",104.32135030° W,"February 15, 2024, 11:48 AM",,"12,341",24.39967560° N,"February 4, 2024, 3:02 PM",32923,10,Pánuco de Coronado,Francisco I. Madero
22625,,0,236,13,"59,520",103.48557730° W,"February 5, 2024, 12:07 AM","February 6, 2024, 2:07 PM","12,279",20.53226220° N,"February 5, 2024, 12:07 AM",59520,14,Tlajomulco de Zúñiga,Tlajomulco de Zúñiga
22626,,0,89,13,"58,314",103.43091390° W,"February 5, 2024, 12:13 AM","February 6, 2024, 2:07 PM","12,279",20.73555810° N,"February 5, 2024, 12:13 AM",58314,14,Zapopan,Zapopan
22627,,1,867,9,"29,319",99.21558411° W,"February 6, 2024, 1:45 PM",,"12,343",19.27115804° N,"February 5, 2024, 10:22 AM",29319,7,Tlalpan,Ciudad de México
22628,,0,40,13,"105,303",86.85699191° W,"April 2, 2024, 10:00 AM",,"12,265",21.10982327° N,"February 5, 2024, 10:36 AM",105303,23,Benito Juárez,Cancún
22629,,0,140,15,"84,888",105.19861110° W,"February 6, 2024, 12:11 PM","February 6, 2024, 12:14 PM","12,279",21.09972220° N,"February 5, 2024, 12:50 PM",84888,18,Compostela,
22630,,0,140,15,"84,888",105.19861110° W,"February 5, 2024, 10:46 PM","February 6, 2024, 2:06 PM","12,279",21.09972220° N,"February 5, 2024, 10:44 PM",84888,18,Compostela,
22631,,0,80,13,"28,306",99.21238530° W,"March 17, 2024, 10:00 AM",,"12,363",19.31512720° N,"February 6, 2024, 9:34 AM",28306,7,Álvaro Obregón,Ciudad de México
22632,,0,65,13,"28,827",99.12166340° W,"March 11, 2024, 10:00 AM",,392,19.39597290° N,"February 6, 2024, 11:20 AM",28827,7,Iztacalco,Ciudad de México
22633,"14,795",0,380,11,,,"February 6, 2024, 11:48 AM",,"6,805",,"February 6, 2024, 11:48 AM",,,,
22634,,0,495,13,"29,087",99.20996490° W,"March 26, 2024, 10:00 AM",,"9,145",19.42992560° N,"February 6, 2024, 12:18 PM",29087,7,Miguel Hidalgo,Ciudad de México
22635,,0,140,15,"84,888",105.18305550° W,"February 6, 2024, 12:49 PM","February 6, 2024, 2:06 PM","12,279",21.09638880° N,"February 6, 2024, 12:49 PM",84888,18,Compostela,
22636,,0,160,13,"29,126",99.19718470° W,"March 11, 2024, 10:00 AM",,"12,373",19.45404070° N,"February 6, 2024, 12:54 PM",29126,7,Miguel Hidalgo,Ciudad de México
22637,,0,100,13,"28,556",99.26010190° W,"February 6, 2024, 1:48 PM",,"9,791",19.39168570° N,"February 6, 2024, 1:48 PM",28556,7,Cuajimalpa de Morelos,Ciudad de México
22639,,0,105,13,"28,459",99.12237020° W,"February 6, 2024, 2:10 PM",,"9,791",19.35746530° N,"February 6, 2024, 2:10 PM",28459,7,Coyoacán,Ciudad de México
22640,,1,"68,965",13,"67,381",99.30105855° W,"May 7, 2024, 10:00 AM",,"8,463",19.57104890° N,"February 6, 2024, 2:20 PM",67381,15,Atizapán de Zaragoza,Ciudad Adolfo López Mateos
22641,,0,15,11,"28,978",99.11199320° W,"February 6, 2024, 3:02 PM","February 6, 2024, 3:22 PM","12,005",19.34554730° N,"February 6, 2024, 3:02 PM",28978,7,Iztapalapa,Ciudad de México
22642,,1,"6,365",11,"29,087",99.20985330° W,"March 4, 2024, 1:45 PM",,"9,325",19.43262370° N,"February 6, 2024, 4:07 PM",29087,7,Miguel Hidalgo,Ciudad de México
22643,"22,642",0,688,11,,,"February 12, 2024, 10:26 AM",,"8,463",,"February 6, 2024, 4:17 PM",,,,
22644,"22,642",0,688,11,,,"February 12, 2024, 10:26 AM",,"8,463",,"February 6, 2024, 4:18 PM",,,,
22645,"22,642",0,688,11,,,"February 12, 2024, 10:26 AM",,"8,463",,"February 6, 2024, 4:19 PM",,,,
22646,"22,642",0,688,11,,,"February 6, 2024, 4:21 PM",,"9,325",,"February 6, 2024, 4:21 PM",,,,
22647,,0,55,13,"28,892",99.08060880° W,"March 12, 2024, 10:00 AM",,"12,005",19.35798020° N,"February 6, 2024, 4:29 PM",28892,7,Iztapalapa,Ciudad de México
22648,,0,58,13,"29,126",99.19718470° W,"March 11, 2024, 10:00 AM","April 15, 2024, 10:29 AM","12,373",19.45404070° N,"February 6, 2024, 4:35 PM",29126,7,Miguel Hidalgo,Ciudad de México
22649,"17,696",0,911,11,,,"February 6, 2024, 4:58 PM",,"9,541",,"February 6, 2024, 4:58 PM",,,,
22650,"17,696",0,780,11,,,"February 6, 2024, 4:59 PM",,"9,541",,"February 6, 2024, 4:59 PM",,,,
22651,"17,696",0,780,11,,,"February 6, 2024, 5:00 PM",,"9,541",,"February 6, 2024, 5:00 PM",,,,
22652,"17,696",0,780,11,,,"February 6, 2024, 5:00 PM",,"9,541",,"February 6, 2024, 5:00 PM",,,,
22653,,0,100,13,"28,399",99.14745280° W,"April 26, 2024, 11:51 AM",,392,19.38668860° N,"February 6, 2024, 5:14 PM",28399,7,Benito Juárez,Ciudad de México
22654,,0,180,13,"28,880",99.06125540° W,"March 6, 2024, 1:43 PM","March 6, 2024, 1:46 PM","12,005",19.35010700° N,"February 6, 2024, 5:43 PM",28880,7,Iztapalapa,Ciudad de México
22655,,0,611,15,"70,737",98.95603650° W,"March 12, 2024, 10:00 AM",,"12,005",19.36116970° N,"February 6, 2024, 5:59 PM",70737,15,La Paz,Los Reyes Acaquilpan (La Paz)
22656,,1,"3,600",11,"29,164",99.18960240° W,"April 17, 2024, 11:24 PM",,"9,541",19.40833390° N,"February 6, 2024, 6:29 PM",29164,7,Miguel Hidalgo,Ciudad de México
22657,"14,496",0,303,11,,,"February 6, 2024, 6:36 PM",,"9,541",,"February 6, 2024, 6:36 PM",,,,
22658,"14,496",0,263,11,,,"February 6, 2024, 6:37 PM",,"9,541",,"February 6, 2024, 6:37 PM",,,,
22659,"14,496",0,393,11,,,"February 6, 2024, 6:38 PM",,"9,541",,"February 6, 2024, 6:38 PM",,,,
22660,"14,496",0,392,11,,,"February 6, 2024, 6:39 PM",,"9,541",,"February 6, 2024, 6:39 PM",,,,
22661,"14,496",0,392,11,,,"February 6, 2024, 6:39 PM",,"9,541",,"February 6, 2024, 6:39 PM",,,,
22662,"14,496",0,392,11,,,"February 6, 2024, 6:40 PM",,"9,541",,"February 6, 2024, 6:40 PM",,,,
22663,"14,496",0,388,11,,,"February 6, 2024, 6:40 PM",,"9,541",,"February 6, 2024, 6:40 PM",,,,
22664,"14,496",0,"1,048",11,,,"February 6, 2024, 6:42 PM",,"9,541",,"February 6, 2024, 6:41 PM",,,,
22665,"14,496",0,"1,048",11,,,"February 6, 2024, 6:41 PM",,"9,541",,"February 6, 2024, 6:41 PM",,,,
22666,"14,496",0,385,11,,,"February 6, 2024, 6:43 PM",,"9,541",,"February 6, 2024, 6:43 PM",,,,
22667,"14,496",0,673,11,,,"February 28, 2024, 7:23 PM",,"10,902",,"February 6, 2024, 6:43 PM",,,,
22668,,1,"4,750",11,"28,616",99.17201760° W,"April 17, 2024, 11:24 PM",,"9,541",19.42218340° N,"February 6, 2024, 6:47 PM",28616,7,Cuauhtémoc,Ciudad de México
22670,"14,343",0,391,11,,,"February 6, 2024, 7:08 PM","April 3, 2024, 5:33 PM","9,541",,"February 6, 2024, 7:08 PM",,,,
22671,"14,343",0,391,11,,,"February 6, 2024, 7:09 PM","April 3, 2024, 5:33 PM","9,541",,"February 6, 2024, 7:09 PM",,,,
22672,"14,343",0,391,11,,,"February 6, 2024, 7:09 PM","April 3, 2024, 5:33 PM","9,541",,"February 6, 2024, 7:09 PM",,,,
22673,"14,343",0,250,11,,,"February 6, 2024, 7:10 PM","April 3, 2024, 5:33 PM","9,541",,"February 6, 2024, 7:10 PM",,,,
22674,,1,"7,788",11,"28,600",99.16914590° W,"February 28, 2024, 1:36 PM","March 21, 2024, 5:32 PM","9,541",19.40487070° N,"February 6, 2024, 7:17 PM",28600,7,Cuauhtémoc,Ciudad de México
22675,"9,440",0,900,11,,,"February 6, 2024, 7:28 PM",,"9,541",,"February 6, 2024, 7:28 PM",,,,
22676,"9,440",0,900,11,,,"February 6, 2024, 7:31 PM",,"9,541",,"February 6, 2024, 7:29 PM",,,,
22677,"9,440",0,900,11,,,"February 6, 2024, 7:29 PM",,"9,541",,"February 6, 2024, 7:29 PM",,,,
22678,"9,440",0,900,11,,,"February 6, 2024, 7:30 PM",,"9,541",,"February 6, 2024, 7:30 PM",,,,
22679,"9,440",0,900,11,,,"February 6, 2024, 7:30 PM",,"9,541",,"February 6, 2024, 7:30 PM",,,,
22680,"22,656",0,600,11,,,"April 17, 2024, 11:24 PM",,"9,541",,"February 6, 2024, 7:38 PM",,,,
22681,"22,656",0,600,11,,,"April 17, 2024, 11:24 PM",,"8,463",,"February 6, 2024, 7:38 PM",,,,
22682,"22,656",0,600,11,,,"April 17, 2024, 11:24 PM",,"9,541",,"February 6, 2024, 7:39 PM",,,,
22683,"22,656",0,600,11,,,"April 17, 2024, 11:24 PM",,"9,541",,"February 6, 2024, 7:39 PM",,,,
22684,"22,668",0,900,11,,,"April 17, 2024, 11:24 PM",,"9,541",,"February 6, 2024, 7:43 PM",,,,
22685,"22,668",0,900,11,,,"April 17, 2024, 11:24 PM",,"9,541",,"February 6, 2024, 7:43 PM",,,,
22686,,0,"34,026",13,"58,334",103.42238725° W,"May 5, 2024, 10:31 AM",,"8,374",20.75174287° N,"February 6, 2024, 8:57 PM",58334,14,Zapopan,Zapopan
22687,"8,488",0,900,11,,,"April 18, 2024, 6:16 PM",,"8,463",,"February 7, 2024, 9:06 AM",,,,
22688,"8,488",0,"1,400",11,,,"February 7, 2024, 9:07 AM",,"9,541",,"February 7, 2024, 9:07 AM",,,,
22689,"20,477",0,900,11,,,"February 7, 2024, 9:11 AM",,"9,541",,"February 7, 2024, 9:11 AM",,,,
22690,"20,477",0,900,11,,,"February 7, 2024, 9:12 AM",,"9,541",,"February 7, 2024, 9:12 AM",,,,
22691,"20,477",0,900,11,,,"February 7, 2024, 9:12 AM",,"9,541",,"February 7, 2024, 9:12 AM",,,,
22692,"20,477",0,900,11,,,"February 7, 2024, 9:12 AM",,"9,541",,"February 7, 2024, 9:12 AM",,,,
22693,,0,800,9,"87,754",100.47201168° W,"March 19, 2024, 8:49 PM",,"12,016",25.70217181° N,"February 7, 2024, 11:21 AM",87754,19,Santa Catarina,Ciudad Santa Catarina
22694,,0,345,15,"85,577",100.35251377° W,"April 4, 2024, 10:00 AM",,"12,016",25.72169361° N,"February 7, 2024, 11:25 AM",85577,19,Monterrey,Monterrey
22695,,0,"4,200",15,"85,403",100.39030230° W,"February 15, 2024, 11:48 AM",,"12,016",25.77057170° N,"February 7, 2024, 11:32 AM",85403,19,Monterrey,Monterrey
22696,,0,"2,500",9,"133,300",96.13709380° W,"February 7, 2024, 11:58 AM",,"8,524",19.18416880° N,"February 7, 2024, 11:50 AM",133300,30,Veracruz,Veracruz
22697,,0,"4,750",9,"133,300",96.14559460° W,"February 7, 2024, 12:07 PM",,"8,524",19.19314760° N,"February 7, 2024, 12:03 PM",133300,30,Veracruz,Veracruz
22698,,1,315,11,"28,615",99.17110930° W,"February 28, 2024, 1:36 PM",,"12,167",19.42862840° N,"February 7, 2024, 12:24 PM",28615,7,Cuauhtémoc,Ciudad de México
22699,,0,"1,200",13,"90,256",96.72546230° W,"April 3, 2024, 10:00 AM",,"12,010",17.06016140° N,"February 7, 2024, 12:26 PM",90256,20,Oaxaca de Juárez,Oaxaca de Juárez
22700,"22,698",0,110,11,,,"February 7, 2024, 12:59 PM",,"9,867",,"February 7, 2024, 12:28 PM",,,,
22701,,0,190,15,"85,657",100.32748986° W,"April 4, 2024, 10:00 AM",,"12,016",25.73873431° N,"February 7, 2024, 12:28 PM",85657,19,Monterrey,Monterrey
22702,,1,"1,700",9,"133,500",96.13195260° W,"February 7, 2024, 12:50 PM",,"8,524",19.19317300° N,"February 7, 2024, 12:31 PM",133500,30,Veracruz,Veracruz
22703,,0,18,13,"28,617",99.16806043° W,"March 4, 2024, 10:23 AM",,"11,969",19.42005294° N,"February 7, 2024, 12:33 PM",28617,7,Cuauhtémoc,Ciudad de México
22704,,0,750,13,"28,767",99.11081210° W,"March 31, 2024, 10:00 AM",,"12,010",19.47475250° N,"February 7, 2024, 12:34 PM",28767,7,Gustavo A. Madero,Ciudad de México
22705,,0,38,13,"28,088",99.18652710° W,"March 21, 2024, 10:00 AM",,931,19.35196440° N,"February 7, 2024, 12:52 PM",28088,7,Álvaro Obregón,Ciudad de México
22706,,1,300,11,"28,590",99.14064280° W,"March 19, 2024, 8:49 PM","April 4, 2024, 2:09 PM","7,073",19.43392100° N,"February 7, 2024, 12:54 PM",28590,7,Cuauhtémoc,Ciudad de México
22707,"22,698",0,110,11,,,"February 7, 2024, 12:59 PM",,"9,867",,"February 7, 2024, 12:59 PM",,,,
22708,"22,698",0,60,11,,,"February 7, 2024, 1:00 PM",,"9,867",,"February 7, 2024, 1:00 PM",,,,
22709,"22,698",0,60,11,,,"February 7, 2024, 1:01 PM",,"9,867",,"February 7, 2024, 1:01 PM",,,,
22710,,0,18,13,"28,402",99.16578240° W,"March 19, 2024, 8:49 PM",,931,19.39196350° N,"February 7, 2024, 1:15 PM",28402,7,Benito Juárez,Ciudad de México
22711,,0,343,15,"29,114",99.16890340° W,"February 8, 2024, 12:22 PM","February 12, 2024, 2:32 PM","10,231",19.44471500° N,"February 7, 2024, 1:35 PM",29114,7,Miguel Hidalgo,Ciudad de México
22712,,0,"1,900",9,"133,434",96.21851600° W,"February 7, 2024, 1:40 PM",,"8,524",19.22591690° N,"February 7, 2024, 1:39 PM",133434,30,Veracruz,Veracruz
22713,,0,"6,941",9,"133,457",99.99830710° W,"March 19, 2024, 8:49 PM",,"8,524",25.60209280° N,"February 7, 2024, 1:51 PM",133457,30,Veracruz,Veracruz
22714,,0,100,13,"28,615",99.16530580° W,"April 15, 2024, 11:09 AM",,931,19.43157730° N,"February 7, 2024, 1:56 PM",28615,7,Cuauhtémoc,Ciudad de México
22715,,0,"6,941",9,"133,457",96.19010460° W,"March 12, 2024, 10:00 AM",,"8,524",19.21031240° N,"February 7, 2024, 2:01 PM",133457,30,Veracruz,Veracruz
22716,,0,805,15,"28,885",99.07155860° W,"March 14, 2024, 10:00 AM","April 23, 2024, 6:53 PM","9,052",19.37787790° N,"February 7, 2024, 2:13 PM",28885,7,Iztapalapa,Ciudad de México
22717,,0,96,13,"29,364",99.12236680° W,"February 7, 2024, 7:10 PM","February 9, 2024, 2:39 PM","12,005",19.29731930° N,"February 7, 2024, 2:20 PM",29364,7,Tlalpan,Ciudad de México
22718,"20,100",0,612,11,,,"February 7, 2024, 2:54 PM","March 22, 2024, 1:07 PM","9,541",,"February 7, 2024, 2:54 PM",,,,
22719,"20,100",0,612,11,,,"February 7, 2024, 2:54 PM","March 22, 2024, 1:07 PM","9,541",,"February 7, 2024, 2:54 PM",,,,
22723,,1,"2,157",11,"29,145",99.19442640° W,"April 17, 2024, 11:24 PM",,"9,541",19.44107220° N,"February 7, 2024, 3:10 PM",29145,7,Miguel Hidalgo,Ciudad de México
22724,"22,723",0,719,11,,,"April 17, 2024, 11:24 PM",,"9,541",,"February 7, 2024, 3:12 PM",,,,
22725,"22,723",0,719,11,,,"April 17, 2024, 11:24 PM",,"9,541",,"February 7, 2024, 3:12 PM",,,,
22726,"22,723",0,719,11,,,"April 17, 2024, 11:24 PM",,"9,541",,"February 7, 2024, 3:12 PM",,,,
22727,,0,136,13,"28,921",99.00802080° W,"February 7, 2024, 7:10 PM","February 8, 2024, 4:26 PM","12,005",19.35160620° N,"February 7, 2024, 5:01 PM",28921,7,Iztapalapa,Ciudad de México
22728,,0,220,13,"28,727",99.09925380° W,"March 12, 2024, 10:00 AM",,"12,411",19.47120750° N,"February 7, 2024, 5:06 PM",28727,7,Gustavo A. Madero,Ciudad de México
22729,,1,"3,920",9,"28,824",99.07734690° W,"February 28, 2024, 1:36 PM",,"12,307",19.40052340° N,"February 7, 2024, 5:12 PM",28824,7,Iztacalco,Ciudad de México
22730,,0,300,13,"28,478",99.14719350° W,"March 12, 2024, 10:00 AM",,"2,406",19.34218870° N,"February 7, 2024, 5:16 PM",28478,7,Coyoacán,Ciudad de México
22731,,0,100,13,"70,859",98.93361233° W,"March 12, 2024, 10:00 AM",,"12,413",19.32364773° N,"February 7, 2024, 5:27 PM",70859,15,Ixtapaluca,Ixtapaluca
22733,,0,390,13,"29,352",99.13645810° W,"April 17, 2024, 11:57 AM",,"2,406",19.29692280° N,"February 7, 2024, 5:33 PM",29352,7,Tlalpan,Ciudad de México
